,ta,ts,speed,kp,kd-kvfb,kd-kvff,ki,simul_settling_time,trial_no,settling_time,Unnamed: 10
257,20.0,20.0,100.0,30.0,2000.0,2000.0,0.01,0.1672,1.0,0.164,
258,20.0,20.0,100.0,30.0,2000.0,2000.0,0.01,0.1672,2.0,0.172,
259,20.0,20.0,100.0,30.0,2000.0,2000.0,0.01,0.1672,3.0,0.165,
260,20.0,20.0,100.0,30.0,2000.0,2000.0,0.012,0.1681,1.0,0.192,
261,20.0,20.0,100.0,30.0,2000.0,2000.0,0.012,0.1681,2.0,0.195,
262,20.0,20.0,100.0,30.0,2000.0,2000.0,0.012,0.1681,3.0,0.195,
263,20.0,20.0,100.0,30.0,2000.0,2000.0,0.014,0.1673,1.0,0.188,
264,20.0,20.0,100.0,30.0,2000.0,2000.0,0.014,0.1673,2.0,0.185,
265,20.0,20.0,100.0,30.0,2000.0,2000.0,0.014,0.1673,3.0,0.18,
266,20.0,20.0,100.0,30.0,2000.0,2000.0,0.016,0.1672,1.0,0.176,
267,20.0,20.0,100.0,30.0,2000.0,2000.0,0.016,0.1672,2.0,0.172,
268,20.0,20.0,100.0,30.0,2000.0,2000.0,0.016,0.1672,3.0,0.18,
269,20.0,20.0,100.0,30.0,2000.0,2000.0,0.02,0.1753,1.0,0.182,
270,20.0,20.0,100.0,30.0,2000.0,2000.0,0.02,0.1753,2.0,0.189,
271,20.0,20.0,100.0,30.0,2000.0,2000.0,0.02,0.1753,3.0,0.191,
272,,,,,,,,,,,
273,20.0,20.0,100.0,40.0,1400.0,1400.0,0.006,0.1586,1.0,0.192,
274,20.0,20.0,100.0,40.0,1400.0,1400.0,0.006,0.1586,2.0,0.19,
275,20.0,20.0,100.0,40.0,1400.0,1400.0,0.006,0.1586,3.0,0.192,
276,20.0,20.0,100.0,40.0,1400.0,1400.0,0.01,0.1486,1.0,0.157,
277,20.0,20.0,100.0,40.0,1400.0,1400.0,0.01,0.1486,2.0,0.157,
278,20.0,20.0,100.0,40.0,1400.0,1400.0,0.01,0.1486,3.0,0.159,
279,20.0,20.0,100.0,40.0,1400.0,1400.0,0.012,0.1468,1.0,0.166,
280,20.0,20.0,100.0,40.0,1400.0,1400.0,0.012,0.1468,2.0,0.166,
281,20.0,20.0,100.0,40.0,1400.0,1400.0,0.012,0.1468,3.0,0.172,
282,20.0,20.0,100.0,40.0,1400.0,1400.0,0.014,0.1455,1.0,0.157,
283,20.0,20.0,100.0,40.0,1400.0,1400.0,0.014,0.1455,2.0,0.159,
284,20.0,20.0,100.0,40.0,1400.0,1400.0,0.014,0.1455,3.0,0.159,
285,20.0,20.0,100.0,40.0,1400.0,1400.0,0.016,0.1443,1.0,0.195,
286,20.0,20.0,100.0,40.0,1400.0,1400.0,0.016,0.1443,2.0,0.203,
287,20.0,20.0,100.0,40.0,1400.0,1400.0,0.016,0.1443,3.0,0.195,
291,20.0,20.0,100.0,40.0,1500.0,1500.0,0.006,0.1588,1.0,0.196,
292,20.0,20.0,100.0,40.0,1500.0,1500.0,0.006,0.1588,2.0,0.193,
293,20.0,20.0,100.0,40.0,1500.0,1500.0,0.006,0.1588,3.0,0.201,
294,20.0,20.0,100.0,40.0,1500.0,1500.0,0.01,0.149,1.0,0.16,
295,20.0,20.0,100.0,40.0,1500.0,1500.0,0.01,0.149,2.0,0.158,
296,20.0,20.0,100.0,40.0,1500.0,1500.0,0.01,0.149,3.0,0.159,
297,20.0,20.0,100.0,40.0,1500.0,1500.0,0.012,0.1474,1.0,0.166,
298,20.0,20.0,100.0,40.0,1500.0,1500.0,0.012,0.1474,2.0,0.166,
299,20.0,20.0,100.0,40.0,1500.0,1500.0,0.012,0.1474,3.0,0.159,
300,20.0,20.0,100.0,40.0,1500.0,1500.0,0.014,0.1462,1.0,0.165,
301,20.0,20.0,100.0,40.0,1500.0,1500.0,0.014,0.1462,2.0,0.167,
302,20.0,20.0,100.0,40.0,1500.0,1500.0,0.014,0.1462,3.0,0.167,
303,20.0,20.0,100.0,40.0,1500.0,1500.0,0.016,0.1449,1.0,0.166,
304,20.0,20.0,100.0,40.0,1500.0,1500.0,0.016,0.1449,2.0,0.166,
305,20.0,20.0,100.0,40.0,1500.0,1500.0,0.016,0.1449,3.0,0.169,
309,20.0,20.0,100.0,40.0,1600.0,1600.0,0.006,0.159,1.0,0.192,
310,20.0,20.0,100.0,40.0,1600.0,1600.0,0.006,0.159,2.0,0.193,
311,20.0,20.0,100.0,40.0,1600.0,1600.0,0.006,0.159,3.0,0.198,
312,20.0,20.0,100.0,40.0,1600.0,1600.0,0.01,0.1496,1.0,0.159,
313,20.0,20.0,100.0,40.0,1600.0,1600.0,0.01,0.1496,2.0,0.164,
314,20.0,20.0,100.0,40.0,1600.0,1600.0,0.01,0.1496,3.0,0.162,
315,20.0,20.0,100.0,40.0,1600.0,1600.0,0.012,0.1478,1.0,0.169,
316,20.0,20.0,100.0,40.0,1600.0,1600.0,0.012,0.1478,2.0,0.17,
317,20.0,20.0,100.0,40.0,1600.0,1600.0,0.012,0.1478,3.0,0.167,
318,20.0,20.0,100.0,40.0,1600.0,1600.0,0.014,0.1467,1.0,0.16,
319,20.0,20.0,100.0,40.0,1600.0,1600.0,0.014,0.1467,2.0,0.167,
320,20.0,20.0,100.0,40.0,1600.0,1600.0,0.014,0.1467,3.0,0.162,
321,20.0,20.0,100.0,40.0,1600.0,1600.0,0.016,0.1456,1.0,0.162,
322,20.0,20.0,100.0,40.0,1600.0,1600.0,0.016,0.1456,2.0,0.167,
323,20.0,20.0,100.0,40.0,1600.0,1600.0,0.016,0.1456,3.0,0.169,
327,20.0,20.0,100.0,40.0,1700.0,1700.0,0.006,0.1593,1.0,0.195,
328,20.0,20.0,100.0,40.0,1700.0,1700.0,0.006,0.1593,2.0,0.201,
329,20.0,20.0,100.0,40.0,1700.0,1700.0,0.006,0.1593,3.0,0.197,
330,20.0,20.0,100.0,40.0,1700.0,1700.0,0.01,0.1501,1.0,0.152,
331,20.0,20.0,100.0,40.0,1700.0,1700.0,0.01,0.1501,2.0,0.151,
332,20.0,20.0,100.0,40.0,1700.0,1700.0,0.01,0.1501,3.0,0.154,
333,20.0,20.0,100.0,40.0,1700.0,1700.0,0.012,0.1485,1.0,0.172,
334,20.0,20.0,100.0,40.0,1700.0,1700.0,0.012,0.1485,2.0,0.174,
335,20.0,20.0,100.0,40.0,1700.0,1700.0,0.012,0.1485,3.0,0.176,
336,20.0,20.0,100.0,40.0,1700.0,1700.0,0.014,0.1473,1.0,0.169,
337,20.0,20.0,100.0,40.0,1700.0,1700.0,0.014,0.1473,2.0,0.169,
338,20.0,20.0,100.0,40.0,1700.0,1700.0,0.014,0.1473,3.0,0.17,
339,20.0,20.0,100.0,40.0,1700.0,1700.0,0.016,0.1464,1.0,0.159,
340,20.0,20.0,100.0,40.0,1700.0,1700.0,0.016,0.1464,2.0,0.159,
341,20.0,20.0,100.0,40.0,1700.0,1700.0,0.016,0.1464,3.0,0.157,
345,20.0,20.0,100.0,40.0,2000.0,2000.0,0.006,0.1608,1.0,0.213,
346,20.0,20.0,100.0,40.0,2000.0,2000.0,0.006,0.1608,2.0,0.203,
347,20.0,20.0,100.0,40.0,2000.0,2000.0,0.006,0.1608,3.0,0.208,
348,20.0,20.0,100.0,40.0,2000.0,2000.0,0.01,0.1517,1.0,0.162,
349,20.0,20.0,100.0,40.0,2000.0,2000.0,0.01,0.1517,2.0,0.156,
350,20.0,20.0,100.0,40.0,2000.0,2000.0,0.01,0.1517,3.0,0.163,
351,20.0,20.0,100.0,40.0,2000.0,2000.0,0.012,0.1501,1.0,0.176,
352,20.0,20.0,100.0,40.0,2000.0,2000.0,0.012,0.1501,2.0,0.179,
353,20.0,20.0,100.0,40.0,2000.0,2000.0,0.012,0.1501,3.0,0.183,
354,20.0,20.0,100.0,40.0,2000.0,2000.0,0.014,0.1493,1.0,0.165,
355,20.0,20.0,100.0,40.0,2000.0,2000.0,0.014,0.1493,2.0,0.173,
356,20.0,20.0,100.0,40.0,2000.0,2000.0,0.014,0.1493,3.0,0.173,
357,20.0,20.0,100.0,40.0,2000.0,2000.0,0.016,0.1497,1.0,0.171,
358,20.0,20.0,100.0,40.0,2000.0,2000.0,0.016,0.1497,2.0,0.174,
359,20.0,20.0,100.0,40.0,2000.0,2000.0,0.016,0.1497,3.0,0.168,
360,20.0,20.0,100.0,40.0,2000.0,2000.0,0.02,0.1531,1.0,0.157,
361,20.0,20.0,100.0,40.0,2000.0,2000.0,0.02,0.1531,2.0,0.151,
362,20.0,20.0,100.0,40.0,2000.0,2000.0,0.02,0.1531,3.0,0.157,
363,,,,,,,,,,,
364,20.0,20.0,100.0,50.0,1400.0,1400.0,0.006,0.1561,1.0,0.186,
365,20.0,20.0,100.0,50.0,1400.0,1400.0,0.006,0.1561,2.0,0.188,
366,20.0,20.0,100.0,50.0,1400.0,1400.0,0.006,0.1561,3.0,0.186,
367,20.0,20.0,100.0,50.0,1400.0,1400.0,0.01,0.147,1.0,0.157,
368,20.0,20.0,100.0,50.0,1400.0,1400.0,0.01,0.147,2.0,0.157,
369,20.0,20.0,100.0,50.0,1400.0,1400.0,0.01,0.147,3.0,0.158,
370,20.0,20.0,100.0,50.0,1400.0,1400.0,0.012,0.1451,1.0,0.16,
371,20.0,20.0,100.0,50.0,1400.0,1400.0,0.012,0.1451,2.0,0.161,
372,20.0,20.0,100.0,50.0,1400.0,1400.0,0.012,0.1451,3.0,0.163,
373,20.0,20.0,100.0,50.0,1400.0,1400.0,0.014,0.1433,1.0,0.205,
374,20.0,20.0,100.0,50.0,1400.0,1400.0,0.014,0.1433,2.0,0.206,
375,20.0,20.0,100.0,50.0,1400.0,1400.0,0.014,0.1433,3.0,0.21,
382,20.0,20.0,100.0,50.0,1500.0,1500.0,0.006,0.1562,1.0,0.181,
383,20.0,20.0,100.0,50.0,1500.0,1500.0,0.006,0.1562,2.0,0.186,
384,20.0,20.0,100.0,50.0,1500.0,1500.0,0.006,0.1562,3.0,0.187,
385,20.0,20.0,100.0,50.0,1500.0,1500.0,0.01,0.1471,1.0,0.146,
386,20.0,20.0,100.0,50.0,1500.0,1500.0,0.01,0.1471,2.0,0.148,
387,20.0,20.0,100.0,50.0,1500.0,1500.0,0.01,0.1471,3.0,0.145,
388,20.0,20.0,100.0,50.0,1500.0,1500.0,0.012,0.1454,1.0,0.147,
389,20.0,20.0,100.0,50.0,1500.0,1500.0,0.012,0.1454,2.0,0.153,
390,20.0,20.0,100.0,50.0,1500.0,1500.0,0.012,0.1454,3.0,0.149,
391,20.0,20.0,100.0,50.0,1500.0,1500.0,0.014,0.1437,1.0,0.148,
392,20.0,20.0,100.0,50.0,1500.0,1500.0,0.014,0.1437,2.0,0.15,
393,20.0,20.0,100.0,50.0,1500.0,1500.0,0.014,0.1437,3.0,0.148,
394,20.0,20.0,100.0,50.0,1500.0,1500.0,0.016,0.1421,1.0,0.227,
395,20.0,20.0,100.0,50.0,1500.0,1500.0,0.016,0.1421,2.0,0.217,
396,20.0,20.0,100.0,50.0,1500.0,1500.0,0.016,0.1421,3.0,0.222,
400,20.0,20.0,100.0,50.0,1600.0,1600.0,0.006,0.1563,1.0,0.174,
401,20.0,20.0,100.0,50.0,1600.0,1600.0,0.006,0.1563,2.0,0.178,
402,20.0,20.0,100.0,50.0,1600.0,1600.0,0.006,0.1563,3.0,0.178,
403,20.0,20.0,100.0,50.0,1600.0,1600.0,0.01,0.1474,1.0,0.156,
404,20.0,20.0,100.0,50.0,1600.0,1600.0,0.01,0.1474,2.0,0.158,
405,20.0,20.0,100.0,50.0,1600.0,1600.0,0.01,0.1474,3.0,0.154,
406,20.0,20.0,100.0,50.0,1600.0,1600.0,0.012,0.1456,1.0,0.146,
407,20.0,20.0,100.0,50.0,1600.0,1600.0,0.012,0.1456,2.0,0.147,
408,20.0,20.0,100.0,50.0,1600.0,1600.0,0.012,0.1456,3.0,0.146,
409,20.0,20.0,100.0,50.0,1600.0,1600.0,0.014,0.144,1.0,0.146,
410,20.0,20.0,100.0,50.0,1600.0,1600.0,0.014,0.144,2.0,0.141,
411,20.0,20.0,100.0,50.0,1600.0,1600.0,0.014,0.144,3.0,0.146,
412,20.0,20.0,100.0,50.0,1600.0,1600.0,0.016,0.1425,1.0,0.162,
413,20.0,20.0,100.0,50.0,1600.0,1600.0,0.016,0.1425,2.0,0.156,
414,20.0,20.0,100.0,50.0,1600.0,1600.0,0.016,0.1425,3.0,0.157,
418,20.0,20.0,100.0,50.0,1700.0,1700.0,0.006,0.1566,1.0,0.182,
419,20.0,20.0,100.0,50.0,1700.0,1700.0,0.006,0.1566,2.0,0.189,
420,20.0,20.0,100.0,50.0,1700.0,1700.0,0.006,0.1566,3.0,0.181,
421,20.0,20.0,100.0,50.0,1700.0,1700.0,0.01,0.1478,1.0,0.155,
422,20.0,20.0,100.0,50.0,1700.0,1700.0,0.01,0.1478,2.0,0.148,
423,20.0,20.0,100.0,50.0,1700.0,1700.0,0.01,0.1478,3.0,0.153,
424,20.0,20.0,100.0,50.0,1700.0,1700.0,0.012,0.1459,1.0,0.146,
425,20.0,20.0,100.0,50.0,1700.0,1700.0,0.012,0.1459,2.0,0.152,
426,20.0,20.0,100.0,50.0,1700.0,1700.0,0.012,0.1459,3.0,0.146,
427,20.0,20.0,100.0,50.0,1700.0,1700.0,0.014,0.1444,1.0,0.144,
428,20.0,20.0,100.0,50.0,1700.0,1700.0,0.014,0.1444,2.0,0.143,
429,20.0,20.0,100.0,50.0,1700.0,1700.0,0.014,0.1444,3.0,0.143,
430,20.0,20.0,100.0,50.0,1700.0,1700.0,0.016,0.1429,1.0,0.146,
431,20.0,20.0,100.0,50.0,1700.0,1700.0,0.016,0.1429,2.0,0.145,
432,20.0,20.0,100.0,50.0,1700.0,1700.0,0.016,0.1429,3.0,0.144,
436,20.0,20.0,100.0,50.0,2000.0,2000.0,0.006,0.1576,1.0,0.18,
437,20.0,20.0,100.0,50.0,2000.0,2000.0,0.006,0.1576,2.0,0.175,
438,20.0,20.0,100.0,50.0,2000.0,2000.0,0.006,0.1576,3.0,0.179,
439,20.0,20.0,100.0,50.0,2000.0,2000.0,0.01,0.1489,1.0,0.161,
440,20.0,20.0,100.0,50.0,2000.0,2000.0,0.01,0.1489,2.0,0.161,
441,20.0,20.0,100.0,50.0,2000.0,2000.0,0.01,0.1489,3.0,0.162,
442,20.0,20.0,100.0,50.0,2000.0,2000.0,0.012,0.147,1.0,0.148,
443,20.0,20.0,100.0,50.0,2000.0,2000.0,0.012,0.147,2.0,0.155,
444,20.0,20.0,100.0,50.0,2000.0,2000.0,0.012,0.147,3.0,0.148,
445,20.0,20.0,100.0,50.0,2000.0,2000.0,0.014,0.1455,1.0,0.157,
446,20.0,20.0,100.0,50.0,2000.0,2000.0,0.014,0.1455,2.0,0.154,
447,20.0,20.0,100.0,50.0,2000.0,2000.0,0.014,0.1455,3.0,0.155,
448,20.0,20.0,100.0,50.0,2000.0,2000.0,0.016,0.1441,1.0,0.158,
449,20.0,20.0,100.0,50.0,2000.0,2000.0,0.016,0.1441,2.0,0.151,
450,20.0,20.0,100.0,50.0,2000.0,2000.0,0.016,0.1441,3.0,0.155,
451,20.0,20.0,100.0,50.0,2000.0,2000.0,0.02,0.1416,1.0,0.17,
452,20.0,20.0,100.0,50.0,2000.0,2000.0,0.02,0.1416,2.0,0.174,
453,20.0,20.0,100.0,50.0,2000.0,2000.0,0.02,0.1416,3.0,0.176,
454,,,,,,,,,,,
455,20.0,20.0,100.0,65.0,1400.0,1400.0,0.006,0.1521,1.0,0.176,
456,20.0,20.0,100.0,65.0,1400.0,1400.0,0.006,0.1521,2.0,0.176,
457,20.0,20.0,100.0,65.0,1400.0,1400.0,0.006,0.1521,3.0,0.177,
458,20.0,20.0,100.0,65.0,1400.0,1400.0,0.01,0.1452,1.0,0.155,
459,20.0,20.0,100.0,65.0,1400.0,1400.0,0.01,0.1452,2.0,0.152,
460,20.0,20.0,100.0,65.0,1400.0,1400.0,0.01,0.1452,3.0,0.156,
461,20.0,20.0,100.0,65.0,1400.0,1400.0,0.012,0.1435,1.0,0.279,
462,20.0,20.0,100.0,65.0,1400.0,1400.0,0.012,0.1435,2.0,0.281,
463,20.0,20.0,100.0,65.0,1400.0,1400.0,0.012,0.1435,3.0,0.283,
473,20.0,20.0,100.0,65.0,1500.0,1500.0,0.006,0.1524,1.0,0.173,
474,20.0,20.0,100.0,65.0,1500.0,1500.0,0.006,0.1524,2.0,0.173,
475,20.0,20.0,100.0,65.0,1500.0,1500.0,0.006,0.1524,3.0,0.168,
476,20.0,20.0,100.0,65.0,1500.0,1500.0,0.01,0.1454,1.0,0.162,
477,20.0,20.0,100.0,65.0,1500.0,1500.0,0.01,0.1454,2.0,0.161,
478,20.0,20.0,100.0,65.0,1500.0,1500.0,0.01,0.1454,3.0,0.158,
479,20.0,20.0,100.0,65.0,1500.0,1500.0,0.012,0.1436,1.0,0.182,
480,20.0,20.0,100.0,65.0,1500.0,1500.0,0.012,0.1436,2.0,0.19,
481,20.0,20.0,100.0,65.0,1500.0,1500.0,0.012,0.1436,3.0,0.191,
491,20.0,20.0,100.0,65.0,1600.0,1600.0,0.006,0.1527,1.0,0.168,
492,20.0,20.0,100.0,65.0,1600.0,1600.0,0.006,0.1527,2.0,0.165,
493,20.0,20.0,100.0,65.0,1600.0,1600.0,0.006,0.1527,3.0,0.171,
494,20.0,20.0,100.0,65.0,1600.0,1600.0,0.01,0.1455,1.0,0.158,
495,20.0,20.0,100.0,65.0,1600.0,1600.0,0.01,0.1455,2.0,0.154,
496,20.0,20.0,100.0,65.0,1600.0,1600.0,0.01,0.1455,3.0,0.155,
497,20.0,20.0,100.0,65.0,1600.0,1600.0,0.012,0.1436,1.0,0.16,
498,20.0,20.0,100.0,65.0,1600.0,1600.0,0.012,0.1436,2.0,0.162,
499,20.0,20.0,100.0,65.0,1600.0,1600.0,0.012,0.1436,3.0,0.166,
500,20.0,20.0,100.0,65.0,1600.0,1600.0,0.014,0.1421,1.0,0.199,
501,20.0,20.0,100.0,65.0,1600.0,1600.0,0.014,0.1421,2.0,0.202,
502,20.0,20.0,100.0,65.0,1600.0,1600.0,0.014,0.1421,3.0,0.198,
509,20.0,20.0,100.0,65.0,1700.0,1700.0,0.006,0.1528,1.0,0.175,
510,20.0,20.0,100.0,65.0,1700.0,1700.0,0.006,0.1528,2.0,0.172,
511,20.0,20.0,100.0,65.0,1700.0,1700.0,0.006,0.1528,3.0,0.173,
512,20.0,20.0,100.0,65.0,1700.0,1700.0,0.01,0.1456,1.0,0.148,
513,20.0,20.0,100.0,65.0,1700.0,1700.0,0.01,0.1456,2.0,0.153,
514,20.0,20.0,100.0,65.0,1700.0,1700.0,0.01,0.1456,3.0,0.152,
515,20.0,20.0,100.0,65.0,1700.0,1700.0,0.012,0.1439,1.0,0.154,
516,20.0,20.0,100.0,65.0,1700.0,1700.0,0.012,0.1439,2.0,0.149,
517,20.0,20.0,100.0,65.0,1700.0,1700.0,0.012,0.1439,3.0,0.154,
518,20.0,20.0,100.0,65.0,1700.0,1700.0,0.014,0.1421,1.0,0.146,
519,20.0,20.0,100.0,65.0,1700.0,1700.0,0.014,0.1421,2.0,0.145,
520,20.0,20.0,100.0,65.0,1700.0,1700.0,0.014,0.1421,3.0,0.145,
521,20.0,20.0,100.0,65.0,1700.0,1700.0,0.016,0.1406,1.0,0.207,
522,20.0,20.0,100.0,65.0,1700.0,1700.0,0.016,0.1406,2.0,0.211,
523,20.0,20.0,100.0,65.0,1700.0,1700.0,0.016,0.1406,3.0,0.217,
527,20.0,20.0,100.0,65.0,2000.0,2000.0,0.006,0.1535,1.0,0.173,
528,20.0,20.0,100.0,65.0,2000.0,2000.0,0.006,0.1535,2.0,0.174,
529,20.0,20.0,100.0,65.0,2000.0,2000.0,0.006,0.1535,3.0,0.179,
530,20.0,20.0,100.0,65.0,2000.0,2000.0,0.01,0.1463,1.0,0.153,
531,20.0,20.0,100.0,65.0,2000.0,2000.0,0.01,0.1463,2.0,0.148,
532,20.0,20.0,100.0,65.0,2000.0,2000.0,0.01,0.1463,3.0,0.153,
533,20.0,20.0,100.0,65.0,2000.0,2000.0,0.012,0.1444,1.0,0.153,
534,20.0,20.0,100.0,65.0,2000.0,2000.0,0.012,0.1444,2.0,0.151,
535,20.0,20.0,100.0,65.0,2000.0,2000.0,0.012,0.1444,3.0,0.154,
536,20.0,20.0,100.0,65.0,2000.0,2000.0,0.014,0.1429,1.0,0.151,
537,20.0,20.0,100.0,65.0,2000.0,2000.0,0.014,0.1429,2.0,0.15,
538,20.0,20.0,100.0,65.0,2000.0,2000.0,0.014,0.1429,3.0,0.156,
539,20.0,20.0,100.0,65.0,2000.0,2000.0,0.016,0.1413,1.0,0.141,
540,20.0,20.0,100.0,65.0,2000.0,2000.0,0.016,0.1413,2.0,0.148,
541,20.0,20.0,100.0,65.0,2000.0,2000.0,0.016,0.1413,3.0,0.142,
